Word,Count,Social_Media
senkamalaharris,7,Twitter
senmajldr,3,Twitter
senor,1,Twitter
senorrinhatch,3,Twitter
sensanders,1,Twitter
senschumer,1,Twitter
sense,1,Twitter
senseless,1,Twitter
sent,1,Twitter
senwarren,1,Twitter
separates,4,Twitter
series,2,Twitter
seriously,4,Twitter
servant,1,Twitter
serve,182,Twitter
served,350,Twitter
service,6,Twitter
serving,10,Twitter
sessions,3,Twitter
set,2,Twitter
several,1,Twitter
severely,1,Twitter
sex,6,Twitter
sexual,2,Twitter
sf,1,Twitter
sfchronicle,1,Twitter
sfgate,1,Twitter
sfgov,1,Twitter
sgman,1,Twitter
sha,1,Twitter
shaiq,1,Twitter
shall,1,Twitter
shame,1,Twitter
shaolinmonks,1,Twitter
share,5,Twitter
sharia,3,Twitter
sharing,5,Twitter
sharknado,1,Twitter
shd,1,Twitter
shelters,1,Twitter
shenanigans,1,Twitter
shermancrancer,1,Twitter
shi,1,Twitter
shit,4,Twitter
shitty,1,Twitter
sho,1,Twitter
shocked,2,Twitter
shoe,1,Twitter
shoes,1,Twitter
sholy,1,Twitter
shooter,2,Twitter
shot,1,Twitter
show,8,Twitter
showcases,6,Twitter
shown,1,Twitter
shows,1,Twitter
shucks,1,Twitter
shut,4,Twitter
sick,4,Twitter
sickening,2,Twitter
sicko,2,Twitter
side,3,Twitter
sign,3,Twitter
signal,1,Twitter
significant,2,Twitter
signs,1,Twitter
silly,1,Twitter
silver,1,Twitter
silverpatriot,1,Twitter
similar,1,Twitter
simple,2,Twitter
simplicity,1,Twitter
since,3,Twitter
singingbullets,1,Twitter
single,5,Twitter
singlepayer,5,Twitter
singlepayernow,2,Twitter
siskind,1,Twitter
sit,1,Twitter
site,1,Twitter
sitting,1,Twitter
six,1,Twitter
sjchcc,13,Twitter
sjdoug,1,Twitter
skip,1,Twitter
slapped,1,Twitter
slash,1,Twitter
slaves,1,Twitter
sleep,1,Twitter
sleeping,1,Twitter
slogan,2,Twitter
sma,3,Twitter
smbinsiderjoe,2,Twitter
smcdems,1,Twitter
smileyt,1,Twitter
smuggle,1,Twitter
snap,1,Twitter
snowflake,3,Twitter
snowflakes,1,Twitter
so,1,Twitter
soboroff,1,Twitter
socal,2,Twitter
socapaul,1,Twitter
social,7,Twitter
socialis,1,Twitter
society,1,Twitter
soft,1,Twitter
sold,2,Twitter
soldiers,1,Twitter
solidly,1,Twitter
solutions,1,Twitter
solve,6,Twitter
solved,1,Twitter
solves,1,Twitter
somebody,1,Twitter
somehow,1,Twitter
someone,7,Twitter
somethi,1,Twitter
something,19,Twitter
son,1,Twitter
sons,2,Twitter
soon,2,Twitter
sorry,5,Twitter
sound,9,Twitter
sounding,2,Twitter
sounds,3,Twitter
southtexaschica,1,Twitter
space,1,Twitter
spacecheef,1,Twitter
speak,7,Twitter
speaker,1,Twitter
speakerryan,3,Twitter
speakers,1,Twitter
speaking,24,Twitter
speaks,1,Twitter
specific,4,Twitter
specifically,1,Twitter
spend,1,Twitter
spending,2,Twitter
spends,2,Twitter
spent,3,Twitter
spewing,1,Twitter
spiegelmama,1,Twitter
spine,3,Twitter
spineless,1,Twitter
spines,218,Twitter
spinesjust,1,Twitter
spins,2,Twitter
spoken,1,Twitter
sponsorship,1,Twitter
spontaneously,1,Twitter
spot,1,Twitter
spouting,1,Twitter
spray,1,Twitter
spurs,1,Twitter
squat,1,Twitter
squishy,1,Twitter
srdd,1,Twitter
sta,2,Twitter
stack,2,Twitter
staff,1,Twitter
stake,2,Twitter
stan,1,Twitter
stand,311,Twitter
standard,1,Twitter
standards,117,Twitter
standing,2,Twitter
stanislauscounty,2,Twitter
stanley,2,Twitter
stantonsam,1,Twitter
state,40,Twitter
statecounty,1,Twitter
statement,4,Twitter
statements,3,Twitter
states,7,Twitter
stay,4,Twitter
stayed,1,Twitter
stds,1,Twitter
step,1,Twitter
stevebradford,1,Twitter
stevegallaugher,2,Twitter
steven,1,Twitter
stever,1,Twitter
stevesoboroff,3,Twitter
stick,2,Twitter
sticking,1,Twitter
still,9,Twitter
stockton,7,Twitter
stonewalldems,1,Twitter
stonewalldemsla,7,Twitter
stonewallydems,9,Twitter
stood,1,Twitter
stop,8,Twitter
stopbullying,1,Twitter
stopped,1,Twitter
stops,3,Twitter
storm,1,Twitter
story,1,Twitter
stphil,1,Twitter
straight,8,Twitter
strange,1,Twitter
strength,1,Twitter
strengthening,1,Twitter
stress,1,Twitter
stroking,1,Twitter
strong,4,Twitter
stronger,1,Twitter
struggles,2,Twitter
student,1,Twitter
students,1,Twitter
stuff,2,Twitter
stunted,1,Twitter
stupid,5,Twitter
stupidity,1,Twitter
stupidwords,1,Twitter
subject,2,Twitter
submitted,1,Twitter
subsets,1,Twitter
subsidies,1,Twitter
successor,1,Twitter
suckin,1,Twitter
sucking,1,Twitter
sue,1,Twitter
suffer,15,Twitter
suffering,2,Twitter
suit,1,Twitter
sujofficial,1,Twitter
summary,1,Twitter
summer,4,Twitter
summerblockbuster,1,Twitter
super,9,Twitter
superher,1,Twitter
superhero,4,Twitter
superheroes,6,Twitter
superman,1,Twitter
supjanicehahn,3,Twitter
supp,1,Twitter
suppo,19,Twitter
suppoed,1,Twitter
suppoer,3,Twitter
suppoers,1,Twitter
suppoing,20,Twitter
supposed,3,Twitter
sure,11,Twitter
surgeries,1,Twitter
surgery,3,Twitter
surrounded,1,Twitter
suspect,1,Twitter
suzannes,1,Twitter
sweet,1,Twitter
sweetie,1,Twitter
syfy,1,Twitter
syndrome,2,Twitter
system,6,Twitter
t,14,Twitter
table,1,Twitter
tackling,1,Twitter
take,36,Twitter
taken,4,Twitter
takeover,1,Twitter
takes,1,Twitter
taking,7,Twitter
talk,26,Twitter
talked,6,Twitter
talking,3,Twitter
talks,2,Twitter
talky,4,Twitter
targeted,287,Twitter
targeting,2,Twitter
taubgvwire,4,Twitter
taught,2,Twitter
tax,7,Twitter
taxes,4,Twitter
taxpayer,3,Twitter
taxpayers,3,Twitter
tayjohnsont,5,Twitter
tbt,3,Twitter
teacher,1,Twitter
team,2,Twitter
tech,8,Twitter
tedlieu,12,Twitter
tell,8,Twitter
telling,2,Twitter
term,1,Twitter
terribly,1,Twitter
tesla,2,Twitter
test,1,Twitter
testifies,1,Twitter
testing,1,Twitter
teulia,4,Twitter
teuliacoffee,8,Twitter
texas,1,Twitter
tgs,1,Twitter
th,2,Twitter
thank,201,Twitter
thanking,1,Twitter
thanks,12,Twitter
thats,3,Twitter
theahiindc,1,Twitter
thebondbuyer,2,Twitter
thecyprusweekly,1,Twitter
thee,1,Twitter
theft,3,Twitter
thehill,9,Twitter
theliberaldiva,3,Twitter
themse,2,Twitter
therapy,1,Twitter
therein,1,Twitter
thereof,1,Twitter
therickydavila,1,Twitter
thewatchmen,3,Twitter
thi,8,Twitter
thing,10,Twitter
things,1,Twitter
think,11,Twitter
thinking,1,Twitter
third,3,Twitter
thirdworlders,1,Twitter
though,1,Twitter
thought,1,Twitter
thoughts,5,Twitter
thousand,1,Twitter
thousands,1,Twitter
thread,287,Twitter
threats,1,Twitter
three,1,Twitter
throw,2,Twitter
ths,1,Twitter
thumbs,1,Twitter
thursdaythoughts,1,Twitter
thx,1,Twitter
ticket,2,Twitter
tie,6,Twitter
tiered,6,Twitter
timaustin,2,Twitter
time,24,Twitter
timelines,15,Twitter
timely,2,Twitter
times,7,Twitter
timesofsandiego,1,Twitter
timkaine,1,Twitter
tired,1,Twitter
tit,1,Twitter
tldr,1,Twitter
toaster,1,Twitter
today,11,Twitter
todayget,2,Twitter
todays,722,Twitter
together,8,Twitter
told,1,Twitter
tolerate,4,Twitter
tom,1,Twitter
tomorrow,3,Twitter
tonight,23,Twitter
tonights,1,Twitter
tony,1,Twitter
took,3,Twitter
top,1,Twitter
torisguardian,1,Twitter
toss,2,Twitter
total,2,Twitter
totall,1,Twitter
totally,4,Twitter
tough,5,Twitter
toured,2,Twitter
towards,1,Twitter
town,8,Twitter
toxic,1,Twitter
tpmuddsr,1,Twitter
traciwisemiller,1,Twitter
track,1,Twitter
trademark,1,Twitter
trafficking,1,Twitter
train,1,Twitter
trained,1,Twitter
traitor,2,Twitter
traitors,2,Twitter
traits,1,Twitter
trample,1,Twitter
trannys,1,Twitter
trans,13,Twitter
transban,1,Twitter
transcyst,1,Twitter
transgender,14,Twitter
transgenderrightsarehumanrights,7,Twitter
transgenders,2,Twitter
transition,1,Twitter
transpeople,1,Twitter
transpoation,1,Twitter
transrightsarehumanrights,5,Twitter
trash,1,Twitter
travel,1,Twitter
travis,3,Twitter
treas,1,Twitter
treasurer,19,Twitter
treated,116,Twitter
tremendous,3,Twitter
tribes,1,Twitter
tricare,1,Twitter
triggered,2,Twitter
trip,1,Twitter
trips,1,Twitter
troll,1,Twitter
trolled,1,Twitter
trolls,1,Twitter
trove,1,Twitter
true,3,Twitter
truly,6,Twitter
trum,1,Twitter
trump,53,Twitter
trumpforce,2,Twitter
trumpintrump,12,Twitter
trumpland,1,Twitter
trumps,64,Twitter
trumpster,2,Twitter
trumpstercalgal,81,Twitter
trumpstergal,1,Twitter
trust,1,Twitter
truth,3,Twitter
try,6,Twitter
trying,7,Twitter
tryit,1,Twitter
tuckercarlson,2,Twitter
tuesday,1,Twitter
tuesdaythoughts,9,Twitter
tuition,2,Twitter
tuned,1,Twitter
turkey,1,Twitter
turn,8,Twitter
turned,1,Twitter
tuvimos,6,Twitter
tv,1,Twitter
tweet,10,Twitter
tweeted,4,Twitter
tweeter,2,Twitter
tweetgovernor,1,Twitter
tweeting,1,Twitter
tweets,7,Twitter
twice,1,Twitter
twitt,1,Twitter
twitter,2,Twitter
two,7,Twitter
ty,6,Twitter
type,1,Twitter
typical,2,Twitter
typing,1,Twitter
typo,1,Twitter
u,11,Twitter
ualocalunion,1,Twitter
uapipetrades,1,Twitter
ucla,1,Twitter
uh,3,Twitter
unattainable,3,Twitter
uncle,1,Twitter
uncles,1,Twitter
uncouth,1,Twitter
unde,1,Twitter
underage,1,Twitter
underaged,1,Twitter
understand,4,Twitter
unenlightened,1,Twitter
unhappily,1,Twitter
unhinged,3,Twitter
uninsured,1,Twitter
unions,2,Twitter
unique,2,Twitter
unit,1,Twitter
united,3,Twitter
unshelve,1,Twitter
unthinkable,2,Twitter
untrue,1,Twitter
urges,3,Twitter
us,46,Twitter
use,7,Twitter
useful,1,Twitter
uses,1,Twitter
using,3,Twitter
usnavy,1,Twitter
usual,1,Twitter
ut,1,Twitter
utah,1,Twitter
v,1,Twitter
vabvox,1,Twitter
vacations,1,Twitter
vagina,1,Twitter
valid,1,Twitter
valley,3,Twitter
vegetarian,1,Twitter
vehicle,1,Twitter
verbalhamradio,1,Twitter
veterans,6,Twitter
veteransfirst,1,Twitter
vetted,1,Twitter
vetting,1,Twitter
vi,1,Twitter
viagra,6,Twitter
vibe,2,Twitter
vietnam,1,Twitter
villain,11,Twitter
villan,3,Twitter
villaraig,1,Twitter
villaraigosa,16,Twitter
villaretardo,1,Twitter
villegas,1,Twitter
violence,1,Twitter
violent,2,Twitter
vip,1,Twitter
vision,8,Twitter
visit,4,Twitter
visits,3,Twitter
vital,11,Twitter
viue,1,Twitter
viz,1,Twitter
vlam,1,Twitter
vlog,1,Twitter
vnesscarken,2,Twitter
vogel,2,Twitter
voice,8,Twitter
voices,2,Twitter
voluntarios,4,Twitter
vot,1,Twitter
vote,19,Twitter
votebobg,2,Twitter
voted,3,Twitter
voter,2,Twitter
voters,4,Twitter
votes,3,Twitter
voting,5,Twitter
vow,1,Twitter
vowing,15,Twitter
vp,2,Twitter
vpberniesanders,1,Twitter
vulnerable,2,Twitter
w,41,Twitter
waaaaaah,1,Twitter
wait,10,Twitter
waiting,2,Twitter
walk,1,Twitter
walking,1,Twitter
wall,4,Twitter
wallace,1,Twitter
wallstreet,9,Twitter
wandainparis,1,Twitter
wanna,1,Twitter
want,36,Twitter
wanted,2,Twitter
wanting,2,Twitter
wantonioca,1,Twitter
wants,122,Twitter
war,9,Twitter
warming,1,Twitter
warrior,1,Twitter
washington,1,Twitter
wassermann,1,Twitter
waste,10,Twitter
wasteland,1,Twitter
watch,5,Twitter
watching,6,Twitter
water,7,Twitter
way,20,Twitter
weakened,714,Twitter
weakening,1,Twitter
wealth,3,Twitter
wealthcare,1,Twitter
wealthy,1,Twitter
weapon,1,Twitter
wear,1,Twitter
wearing,1,Twitter
weather,1,Twitter
wednesdaywisdom,3,Twitter
weeeeeeeeeeeeeecalgal,1,Twitter
week,3,Twitter
weekend,2,Twitter
weekends,1,Twitter
wehobhdemocrats,10,Twitter
weight,2,Twitter
welcome,3,Twitter
welcomes,3,Twitter
welcoming,1,Twitter
well,14,Twitter
wells,1,Twitter
weneed,1,Twitter
went,1,Twitter
westboro,1,Twitter
western,1,Twitter
westlademclub,8,Twitter
wh,4,Twitter
wha,1,Twitter
whatever,3,Twitter
wherever,1,Twitter
whether,1,Twitter
white,208,Twitter
whitfordbradley,7,Twitter
whole,2,Twitter
whose,2,Twitter
widdle,1,Twitter
wife,4,Twitter
wikip,1,Twitter
wildfire,2,Twitter
will,273,Twitter
willing,3,Twitter
wilson,1,Twitter
win,4,Twitter
windmills,1,Twitter
window,1,Twitter
wine,2,Twitter
winning,7,Twitter
wire,1,Twitter
wish,2,Twitter
wishes,8,Twitter
witho,1,Twitter
without,3,Twitter
wladc,3,Twitter
wo,2,Twitter
woes,3,Twitter
woh,1,Twitter
woman,5,Twitter
women,15,Twitter
won,1,Twitter
wonderful,1,Twitter
wontdebategavin,2,Twitter
woo,2,Twitter
woodrow,1,Twitter
wor,2,Twitter
words,7,Twitter
work,5,Twitter
worked,1,Twitter
workers,2,Twitter
workforce,1,Twitter
working,3,Twitter
works,2,Twitter
world,10,Twitter
worlds,1,Twitter
worry,4,Twitter
worst,6,Twitter
worstallyever,1,Twitter
wouldn,1,Twitter
wouldnt,1,Twitter
wow,10,Twitter
write,219,Twitter
writerslife,2,Twitter
written,1,Twitter
wrong,4,Twitter
wrote,63,Twitter
wten,1,Twitter
wtfdoicare,5,Twitter
wth,1,Twitter
ww,3,Twitter
xanax,2,Twitter
xborderconsul,5,Twitter
ya,2,Twitter
yaleisp,1,Twitter
yay,3,Twitter
yeah,202,Twitter
year,14,Twitter
years,17,Twitter
yes,16,Twitter
yesssss,1,Twitter
yesterday,32,Twitter
yet,2,Twitter
yldja,5,Twitter
york,2,Twitter
youll,1,Twitter
young,1,Twitter
youre,2,Twitter
youth,1,Twitter
yr,2,Twitter
yrs,2,Twitter
zero,2,Twitter
